疾病名,英文病名,科別,器官,簡介,症狀,預防和治療
皮膚過敏  ,Skin Allergy,"皮膚科,家醫科,風溼過敏免疫科",皮膚,皮膚過敏是一種人體過敏的形式，臨床表現在皮膚上，多發於敏感性肌膚或敏感體質。從醫學角度來看，皮膚過敏指的就是，當皮膚受到各種刺激，如化學製劑、化妝品、花粉、某些過敏原食品、污染的空氣、沙塵等等，導致皮膚出現了紅、腫、癢、脫皮、甚至演變出較嚴重的過敏性皮膚炎等病症。現代環境污染嚴重，人造物、添加劑又多，致敏機會有節節攀升的趨勢。,['皮膚過敏．發癢．患部紅腫．泛紅．乾屑．脫皮．水皰．病灶結痂．滲出體液．皮疹．色素沉澱．毛孔粗大．粉刺．青春痘．色斑．老化皺紋'],飲食多注意營養均衡，多吃一些淡水魚、牛奶、新鮮豆製品及蔬菜水果，以增強皮膚免疫力。相對的，少吃鹹水魚、帶殼的海鮮等容易致敏的食物。
,,,,,,
單純皰疹  ,Herpes Simplex,"皮膚科,小兒科,泌尿科,婦產科,家醫科",皮膚,單純皰疹是一種傳染性的皮膚病，由單純皰疹病毒（HSV，Herpes simplex virus）所引起，主要透過飛沫、及直接接觸患者傷口或分泌物所傳染。一般潛伏期約二到十天，主要症狀為出現一群小水泡，接著水泡破裂、潰瘍、結痂，病程約二十天。可分為原發性感染及復發性感染，原發性僅少部份患者會出現水泡或潰瘍及疼痛的症狀。水泡裡有病毒，除了無法避免的外力，不要刻意去擠破，水泡破了將使病毒到處散播。依病毒侵犯人體部位之不同，又可分為兩型：第一型單純皰疹（HSV -1），病灶主要出現在口腔、唇、眼、耳、頰等處的黏膜和皮膚，常見於嬰幼兒或兒童期的小孩，由家人或朋友的親吻、共用食器、毛巾所傳染，症狀為水泡或潰瘍及輕微疼痛感。此種皰疹也可能感染皮膚傷口，如在手指上的傷口即稱皰疹性膿指症。第二型單純皰疹（HSV -2），病灶多為生殖器附近的黏膜和皮膚，也稱為生殖器皰疹，傳染途徑大部分是藉由性行為直接接觸，或新生兒經由母體產道感染。第二型的臨床症狀初次不明顯，不易追溯感染來源，二度復發時則有顯著的皮膚起水泡、潰瘍、刺痛，還可能產生排尿困難、尿尿有灼熱疼痛感、發燒、肌肉痠痛等。,['皮膚敏感．搔癢．起水泡．灼熱感．疼痛．刺痛．排尿困難．輕微發燒．肌肉痠．破皮．潰瘍．結痂．扁桃腺發炎'],避免親吻、共享食物或食器等，個人衛生用品如毛巾、護唇膏等，也最好獨立使用。
,,,,,,
痤瘡  ,Acne vulgaris,皮膚科,皮膚,痤瘡，俗稱「青春痘」。是一種毛囊皮脂腺慢性發炎而產生的症狀。好發於青春期的青少年，但成年男女也可能會有青春痘的問題。主要是因為毛囊皮脂腺分泌旺盛，阻塞毛孔而造成。痤瘡主要分為二大類別：●非發炎型痤瘡：包括白頭粉刺及黑頭粉刺，屬於初期的痤瘡症狀。白頭粉刺又稱閉合性粉刺，開口不明顯；黑頭粉刺又稱開放性粉刺，位於毛囊口的頂端，造成毛孔擴張。●發炎型痤瘡：則包括丘疹、膿皰和囊腫。因初期痤瘡症狀出現後，皮脂腺持續分泌、皮脂堆積在毛孔內而發炎惡化形成的症狀。,['粉刺．丘疹．膿皰．紅色硬凸狀結節．囊腫'],做好正確的臉部清潔：使用適合自己膚質狀況的洗面乳及溫冷水洗臉，勿用力搓揉，若為油性膚質，建議可於兩次洗臉中間使用清水清洗。
,,,,,,
脂漏性皮膚炎  ,脂漏性皮膚炎,皮膚科,皮膚,一種和皮脂分泌有關的皮膚炎症，好發於人體皮脂腺分泌旺盛之處，例如頭皮、額頭、眉毛、眼皮、鼻兩側、耳前後、顏面人中、前胸、後背、腋下等。當皮脂分泌過多就成「油性脂漏」，如果過少便成「乾性脂漏」，兩者都屬於皮脂失衡現象，會進一步造成皮膚發炎、紅腫、起疹的病症。一般來說與遺傳和體質有關，大致可分為嬰兒型與成人型。嬰兒型多發生在出生後數個月內，多數在週歲前會自己痊癒。而成年才發病的，通常與壓力大、作息不正常、免疫力下降、季節轉換有關。且成年後才患病的人再發率很高，容易演變成慢性病，只能長期治療並搭配生活型態的調整，很難根治。,['皮膚出油．皮膚乾燥．發癢．發紅．發炎．脫屑．乾屑．紅斑．出疹．黃色皮鱗屑．黃褐色結痂．搔癢．破皮糜爛．掉髮．頭皮油垢'],飲食清淡，避免多脂多糖或刺激性的飲食，並多吃蔬菜水果。
,,,,,,
雞眼  ,Corn,皮膚科,"厚繭,肉刺",雞眼其實就是局部的表皮異常增厚所造成的增生角質層，好發於足底前端及腳趾，也有長在手指或手臂上的，其形狀呈圓錐體，圓錐的底長在皮膚表面，尖端的頭則深嵌入真皮中，壓迫神經末梢，一旦受到外力再擠壓就會引起明顯痛感。雞眼又有軟、硬之分。軟型雞眼通常發生在趾間，尤其是第四與第五趾間，質地白色而溼軟。硬型雞眼則好發於小趾外側、趾頭背側（尤其是骨頭隆起處），質地乾而硬，屬於發展到最嚴重程度的雞眼。在治療上由於和生活習慣例如穿鞋、走路姿勢有關，不易根治，但當去除壓迫或摩擦的主因之後，多數的雞眼是可以自行變軟，恢復成正常的皮膚結構。,['黃白色固狀硬塊．明顯壓痛．走路腳底痛．角質增生．表皮長繭'],穿舒適的鞋走路，鞋的大小合腳且適度柔軟，減少腳底及特殊部位的不良摩擦。如有個別的需求例如扁平足，應使用專門針對扁平足所設計的鞋墊，或量身訂製一雙鞋。
,,,,,,
股癬  ,Tinea cruris,皮膚科,鼠蹊部,專指鼠蹊部的黴菌感染，與足癬（香港腳）為同一種病原體，當黴菌感染到了人體的大腿內側、臀部、會陰等私密部位所引發的皮膚癬病，就稱為股癬。俗稱的「胯下癢」問題，最常見的就是股癬，臨床診斷上需謹慎與紅癬、牛皮癬、溼疹及脂漏性皮膚炎等其他相近的皮膚病區別清楚，以對症下藥，盡早治療，避免病情向外擴大，侵犯整個大腿和身驅。治療上需耐心擦抗黴菌藥膏，若症狀較嚴重可能還需搭配口服抗黴菌藥，用藥務必配合醫師指示，若見好轉即自行停藥，很容易再復發。,['胯下發紅．胯下脫皮．環狀圓形斑片．脫屑．丘疹．搔癢．水皰．結痂．膿包'],維持私密部位清潔，每天洗澡，運動後盡可能立即沖澡更衣，並記得將胯下及肛門處的水分仔細擦乾。
,,,,,,
狐臭  ,Armpits odour,"皮膚科,家醫科,美容中心,整形外科,呼吸胸腔科,神經科",腋下,狐臭的俗稱，指的是某些人體在排汗時會散發特殊異味的症狀，成因與個人腋窩的大汗腺分泌有關。屬於原發性，且多半會遺傳，大多於青春期性荷爾蒙刺激時開始產生，中、老年後腺體漸萎縮，味道也就消失。此種特殊的症狀雖然不致影響人體健康，但很容易帶給其他人不愉快的氣味，使狐臭者備受心理壓力。如果可以想辦法減少或擦去腋窩下汗液的分泌，將可降低臭味產生。,['腋下異味．黃色汗漬．汗液黏稠．阿摩尼亞味．耳道溼黏'],保持腋下清潔乾燥，適時刮除腋下毛、適度使用止汗劑可緩解異味。
,,,,,,
異位性皮膚炎  ,Atopic dermatitis,"皮膚科,風濕過敏免疫科",皮膚,異位性皮膚炎是一種慢性且持續性的皮膚過敏疾病，與家族遺傳有關。最常在嬰兒期或兒童期就開始發病。主要特徵為病灶奇癢無比，尤其晚上睡覺時特別癢，睡眠品質不好進而影響白天的課業、工作。嬰兒型的異位性皮膚炎病症較集中在前額與頭皮，冬季雙頰或頸部會出現乾燥脫皮的現象，患部伴隨搔癢導致嬰孩哭鬧不安，不易入睡。之後，會慢慢轉移到四肢的屈側，如手肘窩、膝窩。而兒童型及成人型的異位性皮膚炎，病灶會轉到四肢的伸側。急性發作起來的搔抓可能使皮膚損傷帶有滲出液，長期下來造成該部位皮膚增厚、膚質變粗，顏色也變深，就像又粗又黑的象皮一般，儼然變成慢性溼疹的外觀。通常異位性皮膚炎患者同時還會帶有多個個人或家族性的過敏性鼻炎、氣喘、蕁麻疹或過敏性結膜炎等病史，也就是所謂的異位性體質。多數隨著年齡的增長，病況可望緩解，但也有些是在青春期過後或到成年期才發病，然而大抵皮膚狀況均屬敏感，易於發炎，為避免刺激與惡化，應積極把握住五大原則：避免皮膚乾燥、天氣熱、流汗、曬太陽、壓力大和焦慮。,['皮膚乾燥．皮膚敏感．搔癢．紅疹．丘疹．脫屑．關節部皮膚增厚．皮膚變粗．破皮．滲出體液．水泡．結痂．毛孔角質化'],平時加強保溼，避免用過熱的水洗澡，頻率和時間也要適度。因為異位性皮膚炎本身的膚質就是乾燥而敏感型，沐浴之後可擦乳液和凡士林為肌膚加強鎖住水分。
,,,,,,
汗皰疹  ,Pompholyx,皮膚科,"皮膚,手部,腳部",汗皰疹是一種好發於手腳的皮膚炎，症狀為一顆顆透明帶癢的小水泡，由於出現的部位多集中在手掌、手指側面或腳掌、腳趾側面，這些手腳汗腺發達的地方，故稱汗皰疹。水泡約兩到三週可望自行消退，最佳治療期就是在水泡剛冒發時、也是最癢的階段。汗皰疹實際上與個人排汗功能的問題無關，而是一種體質反應。容易復發，不易根治，治療上須同時調整日常生活習慣，減少壓力、熬夜等刺激因子。,['起水泡．騷癢．紅腫．破皮．脫屑．結痂．刺痛'],平日加強手足護理，敏感膚質者盡可能不用手直接觸碰刺激物質如水及化學劑，可事先戴手套加以隔絕，事後擦保溼霜加以滋養，足部也要隨時保持乾爽。
,,,,,,
脂肪瘤  ,Lipoma,"皮膚科,一般外科",皮膚,脂肪瘤是一種皮膚良性腫瘤，由成熟的脂肪細胞過度增生而成，外觀軟軟圓圓，最外層包有一層薄薄的纖維膜，內含許多纖維束，有時還包含不同比例的血管、肌肉、軟骨、骨髓細胞、汗腺、胸腺、甲狀腺等伴隨增生，腫塊的邊緣清楚，可推移，最常見於四肢或軀幹等皮下的軟組織層，但也有生長在人體內的器官，如胃腸壁、腹腔、筋膜等，所以依照不同的部位又可細稱為皮下脂肪瘤、血管平滑肌脂肪瘤、腎錯鉤瘤、肝錯鉤瘤等。一般長在軟組織層的脂肪瘤，較少發生惡性病變；但如果長在內臟或是後腹腔就要定期追蹤，一旦發現脂肪瘤突然變大或邊緣變得不清楚，就有可能是其他病變導致脂肪瘤惡性變化，或是良性脂肪瘤轉為惡性腫瘤。腫瘤數目若只有一個，稱孤立型脂肪瘤，兩個以上的則稱多發性脂肪瘤。通常感覺不痛不癢，但如果剛好長在血管或神經密集處，就可能因為血管自然收縮或壓迫到周圍的神經與牽動組織，引發明顯的觸痛現象。臨床上，脂肪瘤最小有一公分，最大可能逾十公分以上。多發性脂肪瘤可進一步追溯出家族病史，若懷疑有惡化的可能、局部疼痛不已、或瘤體特大影響美觀及生活，便要就醫處置，可採取手術摘除，或以打洞抽脂的方式將脂肪瘤用碎之後，由洞孔抽除。,['皮下腫塊．橘皮．間歇痛．吞嚥不易．呼吸困難．血便'],戒除油炸類與高膽固醇的飲食習慣。雖說脂肪瘤的成因與肥胖無直接關聯，但假使膽固醇高的食物如動物內臟、蛋黃、魚卵、動物性肉類等吃多了，進入腹腔還是會造成臟器代謝的負擔，容易刺激腫瘤增大或者惡化，所以盡可能少吃為妙。反之，多食低膽固醇的食物，例如海帶、新鮮豆類、香菇、木耳、芹菜等。
,,,,,,
褥瘡  ,"Pressure Sore,Bed sore","皮膚科,一般外科,整形外科",皮膚,褥瘡即俗稱的壓瘡，指的是皮膚或皮下組織同一患部長時間受到壓迫或摩擦，血液循環受阻而產生的壞死現象。全身各處只要會與外物產生接觸面的，長期下來都可能引發褥瘡，一開始局部組織往往會先傳達一些異常警訊，像是某部位的皮膚經壓迫過久發紅，而這塊紅斑印過了三十分鐘也還沒消，即可能就是第一期的褥瘡。此時如果不馬上改變施壓點，如翻身、按摩等，以改善血液循環問題，皮膚患部就會開始出現水泡、表皮破損，不長毛髮，真皮裸露，潰爛的周圍會滲出組織液，此進入第二期。到第三期，皮膚的潰瘍會逐漸深入侵犯皮下組織，產生大量的化膿漿液。第四期的褥瘡，潰瘍會更深及肌肉和骨頭處，甚至形成廔管，同時有壞死組織的滲液出現，發黑發臭。整個病程發展極快，等到最嚴重的褥瘡傷口形成，短期內要想治癒也很難，還容易併發敗血症、截肢、甚至致死，所以最好及早發現及早治療，以免病情惡化。,['疼痛．紅腫．起水泡．發炎．灼熱感．脫皮．無毛．潰瘍．化膿．龜裂．發黑．發臭．腐爛．發燒'],避免嚴重外傷或疾病，如骨折、泌尿道感染等，造成長期臥病在床，徒增褥瘡病發的風險。
